player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Chris Brazzell II,158409,WR,TENNESSEE,6,42,0,307,0,-1.0,2,100.0,,0,0,0.0,0,3,0,93.6,71.6,0,15,0.0,0,37,6,94.6,35,100.7,6,17.1,0,49,55,9.2,8.2,1.4,14.3,1,75.0,0.0,0,1,25.0,1,2,0,69.1,76.8,0,27,0.0,0,8,3,87.5,7,116.7,4,57.1,0,61,22,7.3,20.3,8.71
Kenny Odom,164032,WR,UTEP,5,41,0,330,0,-1.2,1,77.8,,0,0,0.0,0,1,0,94.5,75.4,0,20,0.0,0,19,7,100.0,19,86.1,9,47.4,0,42,48,6.9,6.0,2.21,10.9,11,57.1,57.1,4,7,9.1,2,10,0,69.7,66.0,2,74,0.0,0,135,20,97.8,132,77.6,35,26.5,2,274,141,7.1,13.7,2.08
Braden Pegan,162463,WR,UTAH ST,6,41,0,329,0,-1.5,0,100.0,,0,0,0.0,0,0,0,86.7,43.3,0,8,0.0,0,28,2,96.4,27,83.3,2,7.4,0,8,11,5.5,4.0,0.3,25.3,0,33.3,,0,0,0.0,0,1,0,92.3,80.3,0,54,0.0,0,35,1,97.1,34,121.5,3,8.8,1,54,36,36.0,54.0,1.59
Chris Durr Jr.,184950,WR,WYOMING,6,41,0,351,0,-3.7,3,88.9,,0,0,11.1,1,2,0,57.7,82.8,0,35,0.0,0,16,8,100.0,16,140.7,9,56.3,1,80,109,13.6,10.0,5.0,7.0,8,69.7,50.0,3,6,8.0,2,10,0,73.1,73.0,0,49,0.0,0,111,23,91.9,102,126.5,33,32.4,3,285,181,7.9,12.4,2.79
Jaden Bradley,144016,WR,UNLV,6,41,0,325,0,-3.0,1,100.0,,0,0,0.0,0,1,0,86.7,58.2,0,7,0.0,0,17,2,100.0,17,79.2,2,11.8,0,4,10,5.0,2.0,0.24,19.4,3,53.8,0.0,0,1,0.0,0,5,0,80.5,75.1,0,41,0.0,0,49,7,93.9,46,112.0,13,28.3,1,123,40,5.7,17.6,2.67
Ryan Wingo,184520,WR,TEXAS,6,41,0,311,0,-3.2,1,100.0,,0,0,0.0,0,1,0,93.6,55.2,0,15,0.0,0,32,6,100.0,32,88.9,6,18.8,0,32,51,8.5,5.3,1.0,29.6,0,14.3,0.0,0,2,0.0,0,1,0,70.1,67.1,0,4,0.0,0,40,1,97.5,39,79.2,7,17.9,1,4,0,0.0,4.0,0.1
Josiah Freeman,163398,WR,FRESNO ST,6,40,0,169,0,-3.0,0,100.0,,0,0,0.0,0,1,0,86.7,54.8,0,23,0.0,0,21,2,95.2,20,158.3,2,10.0,1,28,34,17.0,14.0,1.4,14.4,1,66.7,100.0,1,1,11.1,1,4,0,48.7,66.0,0,26,0.0,0,40,8,97.5,39,136.1,12,30.8,2,112,17,2.1,14.0,2.87
Reggie Virgil,158022,WR,TEXAS TECH,6,39,0,315,0,-1.7,1,100.0,,0,0,0.0,0,1,0,90.0,49.7,0,8,0.0,0,36,3,100.0,36,93.1,3,8.3,0,19,24,8.0,6.3,0.53,22.0,0,33.3,0.0,0,2,0.0,0,1,0,83.1,69.7,1,35,0.0,0,29,2,96.6,28,59.7,6,21.4,1,43,9,4.5,21.5,1.54
Javen Nicholas,157109,WR,CHARLOTTE,6,39,0,136,0,-2.0,7,100.0,100.0,1,1,0.0,0,1,1,98.6,73.3,0,10,0.0,0,25,13,96.0,24,79.2,13,54.2,0,34,60,4.6,2.6,1.42,10.5,7,71.4,25.0,1,4,4.8,1,14,1,79.8,68.2,0,31,0.0,0,165,20,93.9,155,114.0,28,18.1,1,272,117,5.9,13.6,1.75
Jordan Dwyer,158967,WR,TCU,6,39,0,305,0,,0,,,0,0,,0,0,0,,39.8,0,0,0.0,0,27,0,100.0,27,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,2,0,77.3,65.0,0,19,0.0,0,43,4,93.0,40,104.2,4,10.0,0,36,12,3.0,9.0,0.9
Ja'Cory Thomas,199065,WR,DOMINION,6,39,0,263,0,-0.6,3,85.7,,0,0,0.0,0,2,0,93.6,66.9,0,13,0.0,0,23,6,100.0,23,87.5,7,30.4,0,35,39,6.5,5.8,1.52,11.0,1,75.0,,0,0,0.0,0,2,0,81.5,77.2,1,13,0.0,0,13,3,92.3,12,47.9,4,33.3,0,22,23,7.7,7.3,1.83
Victor Snow,158249,WR,BUFFALO,6,39,0,126,0,-1.3,1,85.7,50.0,1,2,0.0,0,2,0,93.6,60.6,0,8,0.0,0,22,6,100.0,22,79.2,7,31.8,0,12,19,3.2,2.0,0.55,10.0,6,72.2,50.0,3,6,7.1,2,16,0,76.0,75.4,1,75,0.0,0,178,26,97.8,174,131.5,36,20.7,4,378,133,5.1,14.5,2.17
Cam Coleman,184398,WR,AUBURN,6,39,0,115,0,,0,,,0,0,,0,0,0,,39.8,0,0,0.0,0,27,0,96.3,26,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,87.7,57.5,0,0,0.0,0,8,0,87.5,7,0.0,0,0.0,0,0,0,,,0.0
Jalil Farooq,144623,WR,MARYLAND,6,39,0,215,0,-2.7,8,93.8,,0,0,6.3,1,6,0,79.6,92.5,0,20,0.0,0,30,15,100.0,30,99.5,16,53.3,0,126,167,11.1,8.4,4.2,4.9,9,70.4,0.0,0,3,17.4,4,10,0,30.1,57.5,1,24,0.7,1,145,19,97.2,141,73.4,27,19.1,0,182,160,8.4,9.6,1.29
Latrell Caples,128119,WR,BOISE ST,6,39,0,120,0,-2.5,0,50.0,,0,0,50.0,1,0,0,0.0,34.3,0,2,6.7,1,15,1,93.3,14,56.3,2,14.3,0,2,6,6.0,2.0,0.14,10.9,4,53.3,66.7,4,6,15.8,3,13,0,55.9,68.8,2,34,1.3,2,151,16,91.4,138,63.6,30,21.7,1,243,87,5.4,15.2,1.76
Romello Brinson,143936,WR,SMU,6,39,0,287,0,-1.8,4,100.0,,0,0,0.0,0,3,0,97.6,74.0,0,20,0.0,0,37,12,97.3,36,98.6,12,33.3,0,92,113,9.4,7.7,2.56,5.7,1,100.0,100.0,1,1,0.0,0,1,0,81.5,77.4,0,13,0.0,0,19,3,89.5,17,98.6,3,17.6,0,23,6,2.0,7.7,1.35
Jayshon Platt,156522,WR,FAU,6,39,0,165,0,4.7,0,33.3,,0,0,0.0,0,0,0,81.5,39.0,0,-2,0.0,0,34,1,100.0,34,42.4,3,8.8,0,-2,-1,-1.0,-2.0,-0.06,6.7,0,33.3,,0,0,0.0,0,1,0,79.1,67.6,0,19,0.0,0,11,1,100.0,11,56.3,3,27.3,0,19,10,10.0,19.0,1.73
Trond Grizzell,146290,WR,CAL,6,38,0,130,0,-1.7,1,100.0,,0,0,0.0,0,1,0,90.0,50.2,0,8,0.0,0,30,3,100.0,30,86.1,3,10.0,0,14,19,6.3,4.7,0.47,15.4,1,77.8,50.0,2,4,0.0,0,4,0,79.4,69.6,0,32,1.9,1,52,7,94.2,49,153.2,9,18.4,1,107,30,4.3,15.3,2.18
Tanner Koziol,156895,TE,HOUSTON,6,38,0,182,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,48.4,0,1,27.3,3,11,1,72.7,8,79.2,1,12.5,0,1,3,3.0,1.0,0.13,6.9,2,76.9,62.5,5,8,0.0,0,13,0,92.7,83.4,0,50,1.1,1,93,20,87.1,81,133.5,26,32.1,2,260,123,6.2,13.0,3.21
Chas Nimrod,157617,WR,USF,6,38,0,327,0,-1.4,1,80.0,,0,0,0.0,0,1,0,91.4,56.1,1,17,0.0,0,37,4,100.0,37,54.6,5,13.5,0,33,38,9.5,8.3,0.89,17.8,0,66.7,0.0,0,1,0.0,0,3,0,69.9,70.5,0,46,4.2,1,24,4,83.3,20,109.7,6,30.0,0,109,49,12.3,27.3,5.45
Donovan Faupel,175668,WR,NEW MEX ST,5,38,0,242,0,-3.0,0,100.0,,0,0,0.0,0,0,0,81.5,47.6,0,-3,0.0,0,15,1,93.3,14,79.2,1,7.1,0,-3,0,0.0,-3.0,-0.21,4.5,0,100.0,,0,0,0.0,0,1,0,69.7,69.6,0,9,0.0,0,11,2,90.9,10,102.1,2,20.0,0,17,8,4.0,8.5,1.7
Anthony Evans III,173530,WR,MISS STATE,6,38,0,227,0,-4.0,3,90.9,0.0,0,1,0.0,0,2,0,96.5,78.4,0,34,0.0,0,25,10,96.0,24,90.9,11,45.8,0,64,103,10.3,6.4,2.67,6.7,5,81.3,66.7,4,6,3.7,1,11,1,81.7,71.9,0,57,0.0,0,149,26,94.6,141,125.8,32,22.7,2,294,143,5.5,11.3,2.09
Leland Smith,190924,WR,S JOSE ST,6,38,0,285,0,-2.5,0,100.0,,0,0,0.0,0,1,0,86.7,56.8,0,8,0.0,0,20,2,100.0,20,97.9,2,10.0,0,15,20,10.0,7.5,0.75,13.5,0,66.7,33.3,1,3,0.0,0,2,0,66.6,60.1,0,11,0.0,0,34,4,100.0,34,117.4,6,17.6,2,29,1,0.3,7.3,0.85
Ashtyn Hawkins,147222,WR,BAYLOR,6,38,0,118,0,-1.7,2,85.7,0.0,0,1,0.0,0,2,0,93.6,64.6,0,36,0.0,0,35,6,97.1,34,105.4,7,20.6,0,65,76,12.7,10.8,1.91,5.0,2,66.7,0.0,0,1,20.0,1,4,0,67.5,62.3,0,19,0.0,0,23,4,95.7,22,91.0,6,27.3,0,48,20,5.0,12.0,2.18
T.J. Moore,189369,WR,CLEMSON,6,38,0,140,0,-2.0,1,100.0,,0,0,0.0,0,2,0,90.0,67.9,0,19,0.0,0,20,3,100.0,20,111.1,3,15.0,0,32,38,12.7,10.7,1.6,4.0,2,66.7,,0,0,0.0,0,2,0,70.3,67.9,0,26,0.0,0,17,2,100.0,17,109.0,3,17.6,0,37,30,15.0,18.5,2.18
Caleb Douglas,157740,WR,TEXAS TECH,6,38,0,315,0,-3.0,0,100.0,,0,0,0.0,0,0,0,90.0,42.5,0,8,0.0,0,36,3,100.0,36,93.1,3,8.3,0,19,28,9.3,6.3,0.53,11.0,0,100.0,100.0,1,1,0.0,0,4,0,49.0,70.7,0,33,0.0,0,28,6,96.4,27,118.8,6,22.2,0,97,31,5.2,16.2,3.59
Germie Bernard,158374,WR,ALABAMA,6,38,0,103,0,-4.6,0,100.0,,0,0,0.0,0,3,0,94.5,65.3,0,22,0.0,0,39,7,100.0,39,137.8,7,17.9,1,53,85,12.1,7.6,1.36,4.3,1,83.3,0.0,0,1,0.0,0,7,0,91.4,69.0,0,29,0.0,0,81,10,92.6,75,154.2,12,16.0,3,138,109,10.9,13.8,1.84
Javin Whatley,149832,WR,ARIZONA,6,38,0,109,0,-2.3,1,100.0,,0,0,0.0,0,2,0,94.5,69.9,0,11,0.0,0,18,7,94.4,17,89.3,7,41.2,0,38,54,7.7,5.4,2.24,13.6,8,63.9,20.0,1,5,8.0,2,11,0,68.1,70.1,1,85,0.0,0,143,23,95.1,136,107.2,36,26.5,3,308,133,5.8,13.4,2.26
Drayden Dickmann,173233,WR,RICE,7,37,0,275,0,-2.4,3,90.9,,0,0,0.0,0,3,0,96.5,75.4,0,11,0.0,0,29,10,100.0,29,84.1,11,37.9,0,46,68,6.8,4.6,1.59,5.0,2,76.9,66.7,2,3,0.0,0,5,0,89.5,74.8,0,12,0.0,0,39,10,97.4,38,109.5,13,34.2,1,55,43,4.3,5.5,1.45
Dash Luke,155552,WR,MO STATE,6,37,0,230,0,-2.0,1,100.0,,0,0,0.0,0,2,0,94.5,64.1,0,20,0.0,0,26,7,100.0,26,94.0,7,26.9,0,46,60,8.6,6.6,1.77,13.7,1,62.5,50.0,5,10,0.0,0,13,0,90.8,71.2,1,44,0.0,0,181,20,96.1,174,87.6,32,18.4,1,277,75,3.8,13.9,1.59
Jeremiah Franklin,156225,TE,BOSTON COL,6,37,0,121,0,-2.0,0,100.0,,0,0,0.0,0,0,0,81.5,43.7,0,3,31.6,6,19,1,68.4,13,79.2,1,7.7,0,3,5,5.0,3.0,0.23,8.1,4,68.4,33.3,1,3,13.3,2,6,1,51.6,57.3,0,32,9.3,7,75,13,88.0,66,88.7,19,28.8,0,135,44,3.4,10.4,2.05
Justus Ross-Simmons,163334,WR,SYRACUSE,6,37,0,304,0,-0.3,0,100.0,,0,0,0.0,0,1,0,91.4,64.0,0,23,0.0,0,15,3,93.3,14,115.3,3,21.4,0,35,36,12.0,11.7,2.5,,0,,,0,0,,0,0,0,70.0,61.9,0,0,0.0,0,14,0,92.9,13,0.0,0,0.0,0,0,0,,,0.0
Kyre Duplessis,147082,WR,DELAWARE,5,37,0,151,0,,0,,,0,0,,0,0,0,,44.5,0,0,0.0,0,11,0,100.0,11,0.0,0,0.0,0,0,0,,,0.0,18.0,0,25.0,100.0,1,1,0.0,0,1,0,59.2,74.7,0,68,0.0,0,12,1,83.3,10,118.8,4,40.0,1,68,36,36.0,68.0,6.8
Omar Cooper Jr.,156395,WR,INDIANA,6,37,0,190,0,-1.7,6,90.9,,0,0,0.0,0,6,0,96.5,98.9,0,31,0.0,0,18,10,100.0,18,147.5,11,61.1,2,109,127,12.7,10.9,6.06,8.5,9,80.0,100.0,2,2,4.0,1,17,0,76.2,79.6,1,58,0.7,1,141,24,93.6,132,144.4,30,22.7,6,387,238,9.9,16.1,2.93
Eric Singleton Jr.,170078,WR,AUBURN,6,37,0,115,0,-3.1,3,93.3,,0,0,6.7,1,3,0,51.0,82.6,0,13,0.0,0,19,14,94.7,18,110.6,15,83.3,1,78,121,8.6,5.6,4.33,5.7,4,78.3,0.0,0,1,5.3,1,8,0,60.8,67.8,0,30,0.0,0,91,18,95.6,87,112.1,23,26.4,1,171,120,6.7,9.5,1.97
Terry Lockett Jr.,129625,WR,E MICHIGAN,5,37,0,160,0,1.0,0,100.0,,0,0,0.0,0,0,0,81.5,46.6,0,6,0.0,0,18,1,88.9,16,91.7,1,6.3,0,6,5,5.0,6.0,0.38,13.2,0,33.3,50.0,1,2,0.0,0,1,0,88.6,62.0,0,23,0.0,0,33,3,93.9,31,46.1,9,29.0,0,35,7,2.3,11.7,1.13
Duce Robinson,176642,WR,FLORIDA ST,6,37,0,167,0,-0.3,2,100.0,,0,0,0.0,0,0,1,91.4,32.3,0,13,0.0,0,29,4,89.7,26,90.6,4,15.4,0,23,24,6.0,5.8,0.88,19.5,2,25.0,,0,0,50.0,1,1,0,72.6,70.2,0,30,0.0,0,23,1,95.7,22,58.3,4,18.2,0,30,15,15.0,30.0,1.36
Jordan Faison,171081,WR,NOTRE DAME,6,37,0,258,0,-1.5,5,87.5,0.0,0,1,0.0,0,3,0,94.5,89.0,1,18,0.0,0,20,7,95.0,19,60.9,8,42.1,0,65,74,10.6,9.3,3.42,7.8,4,75.0,,0,0,0.0,0,2,0,84.2,73.0,0,17,0.0,0,24,3,87.5,21,104.2,4,19.0,0,38,16,5.3,12.7,1.81
Jackson Harris,176616,WR,HAWAII,6,37,0,180,0,,0,,,0,0,,0,0,0,,42.4,0,0,0.0,0,15,0,100.0,15,0.0,0,0.0,0,0,0,,,0.0,20.5,1,50.0,100.0,1,1,0.0,0,0,0,92.2,78.2,0,8,0.0,0,17,1,100.0,17,60.4,2,11.8,0,8,4,4.0,8.0,0.47
Que'Sean Brown,170041,WR,DUKE,6,37,0,154,0,-1.5,3,100.0,,0,0,0.0,0,2,0,95.9,68.8,0,17,0.0,0,26,8,96.2,25,95.3,8,32.0,0,55,67,8.4,6.9,2.2,13.5,4,75.8,60.0,3,5,0.0,0,18,0,91.6,76.9,1,44,0.0,0,147,25,92.5,136,111.3,33,24.3,1,385,114,4.6,15.4,2.83
Tony Freeman,184219,WR,WASH STATE,6,37,0,341,0,-1.6,1,100.0,,0,0,0.0,0,2,0,95.2,79.8,0,11,6.7,1,15,8,93.3,14,92.2,8,57.1,0,49,62,7.8,6.1,3.5,4.7,6,84.4,33.3,1,3,6.9,2,14,0,72.6,78.5,1,23,0.0,0,110,27,95.5,105,98.8,32,30.5,1,267,175,6.5,9.9,2.54
Barion Brown,163779,WR,LSU,6,36,0,211,0,-2.9,0,100.0,,0,0,0.0,0,3,0,95.9,70.3,0,12,0.0,0,22,9,100.0,22,95.4,9,40.9,0,62,88,9.8,6.9,2.82,-4.0,0,100.0,,0,0,0.0,0,1,0,70.2,69.5,0,11,0.0,0,20,2,100.0,20,102.1,2,10.0,0,17,25,12.5,8.5,0.85
Yannick Smith,190425,WR,E CAROLINA,6,36,0,156,0,,0,,,0,0,,0,0,0,,36.1,0,0,0.0,0,43,0,95.3,41,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,86.2,66.9,0,0,0.0,0,6,0,66.7,4,0.0,0,0.0,0,0,0,,,0.0
Zachariah Branch,174142,WR,GEORGIA,6,36,0,173,0,-3.0,8,89.5,,0,0,5.6,1,4,0,83.5,93.5,0,36,0.0,0,30,17,100.0,30,115.6,19,63.3,1,143,195,11.5,8.4,4.77,3.0,9,70.4,50.0,3,6,9.5,2,9,0,70.2,77.5,0,47,0.0,0,110,19,90.9,100,121.1,27,27.0,2,231,224,11.8,12.2,2.31
Eli Stowers,147013,TE,VANDERBILT,6,36,0,333,0,-2.0,0,100.0,,0,0,0.0,0,2,0,90.0,84.1,0,17,7.7,1,13,3,92.3,12,105.6,3,25.0,0,28,34,11.3,9.3,2.33,10.9,2,52.4,33.3,1,3,21.4,3,8,0,50.4,75.7,1,27,0.0,0,84,11,95.2,80,83.2,21,26.3,2,129,38,3.5,11.7,1.61
Omari Kelly,157048,WR,MICH STATE,6,36,0,223,0,-2.8,2,100.0,,0,0,0.0,0,3,0,93.6,88.3,0,14,0.0,0,19,6,100.0,19,91.0,6,31.6,0,35,52,8.7,5.8,1.84,13.6,0,44.4,,0,0,0.0,0,2,0,89.8,73.4,0,33,0.0,0,43,4,93.0,40,62.3,9,22.5,0,50,22,5.5,12.5,1.25
Dorian Fleming,172225,TE,MARYLAND,6,36,0,215,0,-3.6,2,80.0,,0,0,0.0,0,1,0,91.4,63.8,0,9,21.7,5,23,4,78.3,18,79.2,5,27.8,0,6,23,5.8,1.5,0.33,4.3,0,50.0,100.0,2,2,25.0,2,3,0,41.3,52.3,0,11,7.8,5,64,6,92.2,59,56.3,12,20.3,0,25,13,2.2,4.2,0.42
Eric McAlister,145976,WR,TCU,6,36,0,305,0,-2.0,1,100.0,,0,0,0.0,0,0,0,81.5,41.8,0,2,0.0,0,23,1,100.0,23,79.2,1,4.3,0,2,4,4.0,2.0,0.09,14.2,2,66.7,0.0,0,1,0.0,0,3,0,89.8,73.9,1,30,0.0,0,42,4,97.6,41,109.7,6,14.6,1,76,13,3.3,19.0,1.85
Dalton Stroman,147022,WR,APP STATE,6,36,0,108,0,-1.5,0,100.0,,0,0,0.0,0,1,0,86.7,58.3,0,9,0.0,0,32,2,100.0,32,102.1,2,6.3,0,17,20,10.0,8.5,0.53,15.0,0,100.0,100.0,1,1,0.0,0,1,0,72.7,66.0,0,6,0.0,0,16,1,100.0,16,131.3,1,6.3,1,6,0,0.0,6.0,0.38
Joshua Long,204851,TE,E MICHIGAN,7,36,0,160,0,-1.4,1,100.0,,0,0,0.0,0,2,0,94.5,93.0,0,19,10.5,2,19,5,73.7,14,100.0,5,35.7,0,40,47,9.4,8.0,2.86,9.9,0,58.3,20.0,1,5,0.0,0,9,0,78.5,70.3,0,27,0.7,1,135,14,94.8,128,94.8,24,18.8,1,174,45,3.2,12.4,1.36
Joshua Meredith,146507,WR,WASH STATE,6,36,0,341,0,-1.5,3,100.0,,0,0,0.0,0,2,0,95.2,78.8,0,11,0.0,0,21,8,100.0,21,89.6,8,38.1,0,44,56,7.0,5.5,2.1,8.1,4,66.7,0.0,0,2,5.9,1,9,0,75.6,67.8,0,48,0.0,0,121,16,95.0,115,92.9,24,20.9,0,203,90,5.6,12.7,1.77
Donaven McCulley,144829,WR,MICHIGAN,6,36,0,222,0,,0,,,0,0,,0,0,0,,40.1,0,0,0.0,0,30,0,100.0,30,0.0,0,0.0,0,0,0,,,0.0,21.0,1,66.7,,0,0,0.0,0,2,0,88.9,67.6,0,25,0.0,0,14,2,92.9,13,109.7,3,23.1,0,38,10,5.0,19.0,2.92
Malachi Toney,200155,WR,MIAMI FL,5,36,0,220,0,-0.8,4,92.3,,0,0,0.0,0,6,0,97.6,93.8,0,24,0.0,0,32,12,100.0,32,104.2,13,40.6,0,117,125,10.4,9.8,3.66,8.3,9,82.1,50.0,1,2,0.0,0,13,0,92.2,88.1,0,44,0.0,0,115,23,94.8,109,133.5,28,25.7,2,289,148,6.4,12.6,2.65
Chase Roberts,147528,WR,BYU,6,36,0,128,0,-0.5,0,50.0,,0,0,50.0,1,1,0,0.0,40.8,0,4,0.0,0,33,1,100.0,33,95.8,2,6.1,1,4,4,4.0,4.0,0.12,11.7,0,57.1,0.0,0,1,0.0,0,3,0,46.8,65.9,0,8,0.0,0,47,4,89.4,42,103.0,7,16.7,1,23,9,2.3,5.8,0.55
Na'eem Abdul-Rahim Gladding,190053,WR,DOMINION,6,36,0,263,0,-1.0,0,80.0,,0,0,0.0,0,2,0,91.4,62.6,0,16,0.0,0,25,4,100.0,25,95.0,5,20.0,0,34,39,9.8,8.5,1.36,15.1,1,64.0,85.7,6,7,0.0,0,12,0,91.6,83.9,0,44,0.0,0,102,16,95.1,97,131.3,25,25.8,4,218,71,4.4,13.6,2.25
Duane Thomas Jr.,175797,WR,UCF,6,36,0,323,0,-2.2,2,92.3,,0,0,0.0,0,4,0,97.6,92.9,0,13,0.0,0,22,12,100.0,22,92.0,13,59.1,0,79,106,8.8,6.6,3.59,6.7,5,78.8,33.3,1,3,0.0,0,11,0,92.3,74.2,2,41,0.0,0,142,26,95.1,135,75.8,33,24.4,0,272,153,5.9,10.5,2.01
Kole Wilson,168441,WR,BAYLOR,6,36,0,118,0,-1.6,0,91.7,0.0,0,1,0.0,0,5,0,69.2,66.9,0,11,0.0,0,29,11,96.6,28,112.5,12,42.9,1,52,69,6.3,4.7,1.86,11.0,5,67.7,40.0,2,5,0.0,0,14,0,76.7,63.9,1,57,0.0,0,160,21,92.5,148,92.9,31,20.9,1,276,145,6.9,13.1,1.86
Amare Thomas,173349,WR,HOUSTON,6,36,0,182,0,-2.0,0,50.0,,0,0,0.0,0,0,0,81.5,45.2,0,-2,0.0,0,19,1,100.0,19,56.3,2,10.5,0,-2,1,1.0,-2.0,-0.11,11.3,4,66.7,66.7,4,6,4.8,1,16,0,72.1,78.1,1,64,0.0,0,126,20,93.7,118,118.1,30,25.4,2,405,153,7.7,20.3,3.43
Raphael Williams Jr.,149997,WR,PITTSBURGH,6,35,0,268,0,-2.0,1,100.0,,0,0,0.0,0,0,0,90.0,54.1,0,6,0.0,0,24,3,100.0,24,83.3,3,12.5,0,12,18,6.0,4.0,0.5,12.8,5,67.7,,0,0,0.0,0,13,0,89.8,62.6,2,67,0.0,0,205,21,96.1,197,120.6,31,15.7,4,367,130,6.2,17.5,1.86
Benjamin Brahmer,174660,TE,IOWA STATE,7,35,0,193,0,2.0,0,100.0,,0,0,0.0,0,0,0,86.7,55.0,0,4,0.0,0,6,2,100.0,6,83.3,2,33.3,0,8,4,2.0,4.0,1.33,8.8,0,58.3,0.0,0,2,22.2,2,3,0,57.7,64.1,1,20,0.0,0,71,7,90.1,64,41.0,12,18.8,0,72,41,5.9,10.3,1.13
Caullin Lacy,121426,WR,LOUISVILLE,5,35,0,210,0,-2.8,3,91.7,,0,0,0.0,0,3,0,97.1,89.6,0,14,0.0,0,21,11,100.0,21,92.0,12,57.1,0,73,104,9.5,6.6,3.48,3.6,4,80.0,100.0,1,1,7.7,2,13,0,69.7,70.9,0,37,0.0,0,154,24,94.2,145,104.9,30,20.7,0,275,180,7.5,11.5,1.9
Dakorien Moore,199882,WR,OREGON,6,35,0,264,0,-3.8,1,100.0,,0,0,0.0,0,1,0,91.4,59.5,0,11,0.0,0,20,4,100.0,20,89.6,4,20.0,0,22,37,9.3,5.5,1.1,11.6,1,50.0,0.0,0,1,0.0,0,1,0,76.9,70.7,0,18,0.0,0,28,4,96.4,27,58.9,8,29.6,0,29,28,7.0,7.3,1.07
Demarcus Lacey,164301,WR,MARSHALL,6,35,0,214,0,-2.1,7,93.8,,0,0,6.3,1,2,0,79.6,67.4,0,35,0.0,0,24,15,95.8,23,94.3,16,69.6,0,106,140,9.3,7.1,4.61,6.1,13,82.4,83.3,5,6,3.4,1,13,0,62.4,76.0,0,68,0.0,0,101,28,97.0,98,154.4,34,34.7,4,396,293,10.5,14.1,4.04
DeAree Rogers,199830,WR,N ILLINOIS,6,35,0,254,0,-1.6,2,100.0,,0,0,0.0,0,6,0,98.1,97.6,0,25,0.0,0,19,13,100.0,19,101.6,13,68.4,0,109,130,10.0,8.4,5.74,8.1,2,75.0,85.7,6,7,0.0,0,10,0,91.4,74.7,2,24,0.0,0,121,18,94.2,114,76.4,24,21.1,1,188,81,4.5,10.4,1.65
Octavian Smith Jr.,162805,WR,MARYLAND,6,35,0,215,0,-4.0,1,100.0,,0,0,0.0,0,0,0,81.5,40.5,0,5,0.0,0,31,1,100.0,31,87.5,1,3.2,0,5,9,9.0,5.0,0.16,11.3,0,63.6,0.0,0,2,0.0,0,5,0,58.4,60.0,0,29,0.0,0,79,7,100.0,79,97.2,11,13.9,0,111,43,6.1,15.9,1.41
Shaleak Knotts,162798,WR,MARYLAND,6,35,0,215,0,-2.0,0,100.0,,0,0,0.0,0,0,0,86.7,42.4,0,7,0.0,0,30,2,100.0,30,81.3,2,6.7,0,7,11,5.5,3.5,0.23,10.3,0,75.0,,0,0,0.0,0,2,0,64.5,70.8,0,42,0.0,0,24,3,100.0,24,156.3,4,16.7,1,58,18,6.0,19.3,2.42
Dan Villari,129602,TE,SYRACUSE,6,35,0,304,0,-1.5,0,50.0,0.0,0,1,0.0,0,0,0,81.5,39.0,0,2,11.5,3,26,1,84.6,22,56.3,2,9.1,0,2,5,5.0,2.0,0.09,8.1,3,89.3,66.7,2,3,0.0,0,14,0,93.2,78.5,0,26,0.0,0,158,25,96.2,152,110.3,28,18.4,0,293,94,3.8,11.7,1.93
Garrett Oakley,157772,TE,KANSAS ST,7,35,0,199,0,-2.0,0,50.0,,0,0,0.0,0,1,0,81.5,63.4,0,1,0.0,0,11,1,100.0,11,95.8,2,18.2,1,1,3,3.0,1.0,0.09,6.1,0,53.8,0.0,0,1,36.4,4,5,0,37.7,65.1,0,14,6.0,5,84,7,91.7,77,67.8,13,16.9,0,65,25,3.6,9.3,0.84
