player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Boo Carter,184881,S,TENNESSEE,6,104,0,307,1,7.8,75.0,94.4,5.7,4.3,0,0,0.0,48.5,0,36,0.0,0,0,156.3,3,17,16.3,18,0,1,4,1,73,69,4.3,24.3,0,2,6.8,77.8,91.8,9.1,7.1,0,1,11.1,72.5,0,26,22.2,2,0,100.9,7,67,64.4,73,6,5,9,0,74,49,1.2,10.6
Edrees Farooq,184882,S,TENNESSEE,6,175,0,307,0,10.0,100.0,88.2,26.0,26.0,0,0,0.0,55.9,0,11,0.0,0,0,112.5,1,30,17.1,34,0,2,1,0,11,1,0.4,11.0,0,1,6.2,100.0,94.7,16.5,16.5,0,2,33.3,67.6,0,20,9.1,1,2,111.8,6,108,61.7,114,1,9,6,0,65,28,0.7,10.8
Marcus Goree Jr.,184884,CB,TENNESSEE,2,9,0,307,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,64.8,0,,,0,0,0.0,0,8,88.9,8,0,0,0,0,0,0,0.0,
Kellen Lindstrom,184886,ED,TENNESSEE,2,1,0,307,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,20.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,5,0,0,0,0,0,0,0.0,
Edwin Spillman,184892,LB,TENNESSEE,6,98,0,307,0,,,39.1,,,0,0,,71.6,0,,0.0,0,0,0.0,0,9,9.2,23,2,1,0,0,0,0,0.0,,0,1,2.8,100.0,87.5,16.3,16.3,0,0,0.0,56.3,0,23,0.0,0,0,112.5,4,70,71.4,80,1,2,4,0,44,33,0.7,11.0
Devynn Cromwell,184896,S,MICH STATE,5,43,0,223,0,12.0,0.0,100.0,,7.0,0,0,0.0,44.6,0,,100.0,1,0,39.6,0,7,16.3,7,0,0,1,0,0,0,0.0,,0,0,10.5,100.0,96.4,13.5,13.5,0,0,0.0,48.1,0,39,25.0,1,0,118.8,2,27,62.8,28,1,3,2,0,43,22,1.6,21.5
William Holmes,184917,ED,UTAH ST,6,87,0,329,0,-1.0,0.0,36.1,,13.0,0,0,0.0,63.2,0,,,0,0,39.6,0,13,14.9,36,0,0,1,0,0,0,0.0,,0,2,5.9,60.0,56.9,11.5,6.9,0,0,0.0,47.2,0,18,44.4,4,0,80.0,6,70,80.5,123,2,3,10,0,67,42,1.0,11.2
Courage Ugo,184921,CB,UTAH ST,2,68,0,329,0,23.0,0.0,100.0,,8.0,0,0,0.0,53.4,0,,,0,0,39.6,0,10,14.7,10,0,0,1,0,0,0,0.0,,0,0,9.8,66.7,96.2,11.8,7.8,0,0,0.0,61.8,0,11,50.0,1,0,79.9,4,50,73.5,52,0,1,6,0,32,22,0.7,8.0
Deric Dandy,184929,ED,VA TECH,3,1,0,337,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,
Noah Jenkins,184933,S,VA TECH,1,2,0,337,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Quentin Reddish,184938,S,VA TECH,3,44,0,337,0,,,100.0,,,0,0,,65.6,0,,0.0,0,0,0.0,0,5,11.4,5,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,68.9,0,,0.0,0,0,0.0,0,32,72.7,32,0,3,0,0,0,0,0.0,
Gabe Williams,184941,LB,VA TECH,1,1,0,337,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Tyrese Boss,184946,CB,WYOMING,6,205,0,351,1,13.1,47.1,100.0,9.6,4.5,0,1,5.9,59.4,0,16,0.0,0,1,56.0,8,80,39.0,80,2,8,17,0,60,20,0.8,7.5,0,1,13.2,66.7,100.0,18.5,12.3,0,1,16.7,67.1,0,23,0.0,0,1,90.3,4,77,37.6,77,0,6,6,0,47,17,0.6,11.8
Markie Grant,184952,CB,WYOMING,6,77,0,351,2,8.0,50.0,100.0,9.3,4.7,0,1,16.7,51.5,0,19,25.0,1,0,106.3,3,32,41.6,32,0,1,6,1,33,18,1.2,11.0,0,1,1.0,100.0,100.0,7.8,7.8,0,0,0.0,59.5,0,15,20.0,1,0,108.3,4,32,41.6,32,0,3,4,0,40,36,1.3,10.0
Gary Rutherford,184968,LB,WYOMING,3,11,0,351,0,,,83.3,,,0,0,,62.8,0,,,0,0,0.0,0,5,45.5,6,0,0,0,0,0,0,0.0,,0,0,16.0,0.0,100.0,,5.0,0,0,0.0,61.7,0,,0.0,0,0,39.6,0,5,45.5,5,1,2,1,0,0,0,0.0,
Jamir Benjamin,184976,CB,UCLA,4,16,0,324,0,12.5,50.0,100.0,5.0,2.5,0,0,0.0,55.8,0,13,0.0,0,0,70.8,1,5,31.3,5,0,1,2,0,13,0,2.6,13.0,0,0,16.0,100.0,100.0,10.0,10.0,0,0,0.0,52.9,0,14,,0,0,158.3,1,10,62.5,10,0,0,1,1,14,0,1.4,14.0
Khristian Dunbar-Hawkins,184978,CB,N CAROLINA,2,20,0,245,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,4,20.0,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,65.6,0,,,0,0,0.0,0,14,70.0,14,0,0,0,0,0,0,0.0,
Isaiah Patterson,184981,LB,UNLV,5,30,0,325,0,,,100.0,,,0,0,,61.6,0,,,0,0,0.0,0,4,13.3,4,0,0,0,0,0,0,0.0,,0,0,4.3,66.7,100.0,9.0,6.0,0,0,0.0,63.4,0,8,0.0,0,0,74.3,2,19,63.3,19,1,1,3,0,12,2,0.7,6.0
Sanders Ellis,185222,LB,PURDUE,3,5,0,273,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,4,80.0,4,0,0,0,0,0,0,0.0,
Caden Marshall,185228,LB,BOWL GREEN,3,81,0,122,2,5.0,0.0,96.7,,12.5,1,3,150.0,80.0,0,,0.0,0,3,39.6,0,29,35.8,30,0,0,2,0,0,0,0.0,,0,0,6.1,100.0,97.9,4.8,4.8,0,0,0.0,55.5,0,42,0.0,0,0,118.8,9,47,58.0,48,3,6,9,0,132,77,3.1,14.7
Meikhi Cuttino,185320,LB,DELAWARE,1,9,0,151,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.0,0,,,0,0,0.0,0,4,44.4,4,0,0,0,0,0,0,0.0,
Colin Gallagher,185321,LB,DELAWARE,3,21,0,151,0,,,50.0,,,0,0,,60.4,0,,,0,0,0.0,0,2,9.5,4,0,0,0,0,0,0,0.0,,0,0,-1.5,100.0,100.0,4.0,4.0,0,0,0.0,55.2,0,9,0.0,0,0,85.4,2,8,38.1,8,0,2,2,0,9,12,1.1,4.5
Kaeden Singleton,185328,ED,DELAWARE,4,1,0,151,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,1,0,0,0,0,0,,,0,0,,,16.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,6,0,0,0,0,0,0,0.0,
Devin Rutherford,185506,CB,MO STATE,4,48,0,230,0,12.0,50.0,100.0,5.0,2.5,1,1,50.0,62.1,0,11,,0,1,66.7,1,8,16.7,8,0,0,2,0,11,0,2.2,11.0,0,0,6.0,0.0,93.1,,26.0,0,0,0.0,67.6,0,,,0,0,39.6,0,27,56.3,29,0,0,1,0,0,0,0.0,
Jashawn Cooper,185518,LB,MO STATE,4,38,0,230,0,,,100.0,,,0,0,,61.2,0,,0.0,0,0,0.0,0,1,2.6,1,0,1,0,0,0,0,0.0,,0,0,-0.3,66.7,89.2,16.5,11.0,0,0,0.0,65.8,0,3,50.0,1,0,70.1,2,33,86.8,37,1,1,3,0,5,9,0.2,2.5
Trey Ridley,185549,S,WASH STATE,2,10,0,341,0,14.0,0.0,100.0,,3.0,0,0,0.0,47.4,0,,,0,0,39.6,0,3,30.0,3,0,0,1,0,0,0,0.0,,0,0,,,100.0,,,0,0,,64.7,0,,0.0,0,0,0.0,0,3,30.0,3,0,1,0,0,0,0,0.0,
Mekhi Rodgers,185758,CB,JAMES MAD,5,42,0,197,0,14.0,33.3,100.0,20.0,6.7,0,0,0.0,58.4,0,6,,0,0,42.4,1,23,54.8,23,0,0,3,0,6,0,0.3,6.0,0,0,14.4,40.0,100.0,7.0,2.8,0,1,20.0,55.0,0,17,0.0,0,0,52.9,2,16,38.1,16,2,3,5,0,21,4,1.5,10.5
Delvon Gulley,186052,CB,UAB,5,80,0,321,0,40.0,100.0,100.0,9.0,9.0,0,0,0.0,44.1,0,39,0.0,0,0,158.3,1,11,13.8,11,0,1,1,1,39,0,4.3,39.0,0,0,13.1,55.6,98.4,11.6,6.4,0,3,33.3,71.9,0,17,33.3,2,3,73.4,5,61,76.3,62,2,4,9,0,54,35,0.9,10.8
Brody Bujnoch,186407,LB,AIR FORCE,4,44,0,101,0,1.0,100.0,75.0,2.5,2.5,0,0,0.0,50.3,0,24,0.0,0,0,139.6,4,12,27.3,16,1,3,4,1,32,29,3.2,8.0,0,1,3.0,100.0,96.3,8.0,8.0,0,0,0.0,58.3,0,24,0.0,0,0,118.1,3,26,59.1,27,1,2,3,0,37,28,1.5,12.3
Dallas Daley,186414,LB,AIR FORCE,3,66,0,101,0,6.0,100.0,50.0,9.0,9.0,0,0,0.0,52.9,0,8,0.0,0,0,100.0,1,9,13.6,18,0,1,1,0,8,2,0.9,8.0,0,0,4.0,100.0,89.5,17.0,17.0,0,0,0.0,57.0,0,13,50.0,1,0,118.8,1,17,25.8,19,1,1,1,0,13,9,0.8,13.0
Luke Fisher,186418,LB,AIR FORCE,5,68,0,101,0,,,65.2,,,0,0,,65.3,0,,0.0,0,0,0.0,0,15,22.1,23,0,1,0,0,0,0,0.0,,0,2,7.4,85.7,89.4,6.8,5.9,0,0,0.0,39.1,0,75,14.3,1,0,158.3,6,42,61.8,47,1,4,7,1,132,90,3.2,22.0
Blake Fletcher,186420,LB,AIR FORCE,6,152,0,101,0,,,38.6,,,0,0,,58.1,0,,100.0,1,0,0.0,0,22,14.5,57,0,0,0,0,0,0,0.0,,0,1,-0.6,88.9,86.6,8.4,7.4,0,1,11.1,60.8,0,59,0.0,0,0,118.8,8,71,46.7,82,4,7,9,0,149,157,2.2,18.6
Houston Hendrix,186424,S,AIR FORCE,3,54,0,101,0,20.5,100.0,100.0,6.5,6.5,0,0,0.0,47.9,0,60,0.0,0,0,158.3,2,14,25.9,14,2,2,2,1,63,22,4.8,31.5,0,0,23.5,100.0,100.0,16.0,16.0,0,0,0.0,41.8,0,80,0.0,0,0,158.3,2,33,61.1,33,0,1,2,1,94,47,2.9,47.0
Isaac Hubert,186428,ED,AIR FORCE,6,14,0,101,0,,,4.5,,,0,0,,62.1,0,,50.0,1,0,0.0,0,2,14.3,44,1,1,0,0,0,0,0.0,,0,0,5.3,100.0,10.8,2.3,2.3,0,0,0.0,30.2,0,9,,0,0,91.7,3,7,50.0,65,1,0,3,0,18,2,2.6,6.0
David Santiago,186443,ED,MICH STATE,6,18,0,223,0,,,26.3,,,0,0,,80.7,0,,0.0,0,0,0.0,0,5,27.8,19,2,2,0,0,0,0,0.0,,0,0,6.0,100.0,31.0,8.0,8.0,0,0,0.0,54.3,0,13,0.0,0,0,118.8,1,9,50.0,29,2,1,1,0,13,7,1.6,13.0
Grant Simmons,186445,WR,AIR FORCE,1,2,0,101,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,2,100.0,2,0,0,0,0,0,0,0.0,
Geajorm Akpaloo,186457,LB,COAST CAR,5,40,0,141,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,1,-2.7,100.0,75.0,8.7,8.7,0,1,33.3,74.1,0,12,0.0,0,1,98.6,3,27,67.5,36,1,3,3,0,23,31,0.9,7.7
Zach Cody,186462,CB,COAST CAR,4,49,0,141,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,3,6.1,3,0,0,0,0,0,0,0.0,,0,0,7.5,50.0,100.0,24.0,12.0,0,0,0.0,63.5,0,7,0.0,0,0,58.3,1,24,49.0,24,0,1,2,0,7,6,0.3,7.0
Jaitlin Hampton,186470,CB,LA TECH,4,16,0,208,0,,,100.0,,,0,0,,64.2,0,,,0,0,0.0,0,6,37.5,6,0,0,0,0,0,0,0.0,,0,0,25.0,0.0,100.0,,5.0,0,1,100.0,66.9,0,,100.0,1,1,39.6,0,7,43.8,7,0,0,1,0,0,0,0.0,
Se'Von McDowell,186481,S,COAST CAR,4,68,0,141,0,,,23.1,,,0,0,,60.6,0,,,0,0,0.0,0,3,4.4,13,0,0,0,0,0,0,0.0,,0,0,4.9,71.4,78.6,8.6,6.1,0,0,0.0,53.6,0,16,50.0,2,0,84.2,5,44,64.7,56,2,2,7,0,38,19,0.9,7.6
Deondre Shepherd,186491,S,BALL ST,3,51,0,117,0,4.0,100.0,100.0,9.0,9.0,0,0,0.0,55.4,0,13,100.0,1,0,118.8,1,9,17.6,9,0,0,1,0,13,9,1.4,13.0,0,1,,,97.1,,,0,0,,63.8,0,,0.0,0,0,0.0,0,33,64.7,34,0,2,0,0,0,0,0.0,
Myles Woods,186498,S,COAST CAR,6,140,0,141,0,14.7,33.3,100.0,17.0,5.7,0,0,0.0,65.7,0,13,,0,0,87.5,1,18,12.9,18,0,0,3,1,13,0,0.8,13.0,0,1,4.8,37.5,100.0,25.7,9.6,0,1,12.5,54.8,0,13,33.3,2,1,45.8,3,78,55.7,78,1,3,8,0,14,22,0.2,4.7
Aiden Benton,186504,ED,APP STATE,6,4,0,108,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,39,2,0,0,0,0,0,,,0,0,7.0,100.0,7.4,4.0,4.0,0,0,0.0,48.8,0,13,100.0,1,0,118.8,1,4,100.0,54,1,0,1,0,13,6,3.3,13.0
Rashan Murray,186770,CB,PITTSBURGH,2,20,0,268,0,,,100.0,,,0,0,,63.1,0,,,0,0,0.0,0,3,15.0,3,0,0,0,0,0,0,0.0,,0,0,13.0,0.0,100.0,,13.0,0,1,100.0,54.9,0,,0.0,0,1,39.6,0,15,75.0,15,0,1,1,0,0,0,0.0,
Donte Harrison,187378,CB,N ILLINOIS,6,155,0,254,1,11.8,46.2,100.0,7.8,3.6,0,2,15.4,80.7,1,14,14.3,1,1,22.3,6,49,31.6,49,2,5,13,0,43,19,0.9,7.2,0,0,12.6,70.0,100.0,11.7,8.2,0,1,10.0,69.6,0,19,0.0,0,1,131.3,7,84,54.2,84,4,7,10,1,90,17,1.1,12.9
Miles Greer,187426,S,BUFFALO,6,181,0,126,0,8.8,25.0,92.7,35.0,8.8,0,1,25.0,57.3,0,7,0.0,0,1,39.6,1,38,21.0,41,0,2,4,0,7,4,0.2,7.0,0,0,-1.0,100.0,97.2,20.0,20.0,0,0,0.0,73.2,0,9,14.3,1,0,86.7,5,105,58.0,108,2,6,5,0,24,29,0.2,4.8
Pooh Lawton,187529,S,TEMPLE,5,37,0,306,0,22.0,100.0,100.0,9.0,9.0,0,0,0.0,38.1,0,18,,0,0,158.3,1,9,24.3,9,0,0,1,1,18,0,2.0,18.0,0,2,3.0,100.0,100.0,8.5,8.5,0,0,0.0,56.3,0,10,0.0,0,0,102.1,2,19,51.4,19,0,2,2,0,17,11,1.0,8.5
Traevon Mitchell,187601,DI,USF,6,3,0,327,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,27,0,0,0,0,0,0,,,0,0,,,2.7,,,0,0,,62.1,0,,25.0,1,0,0.0,0,3,100.0,110,3,3,0,0,0,0,0.0,
Demarcus Hendricks,187816,ED,ARK STATE,6,5,0,113,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,4,,,3.0,,,0,0,,68.7,0,,20.0,1,0,0.0,0,2,40.0,66,0,0,0,0,0,0,0.0,
Qua Moss,188077,S,KANSAS ST,7,183,0,199,0,18.7,28.6,100.0,19.0,5.4,0,2,28.6,76.8,1,20,0.0,0,2,0.0,2,42,23.0,42,1,3,7,0,20,6,0.5,10.0,0,1,8.6,76.9,92.2,8.1,6.2,0,0,0.0,60.5,1,52,11.1,1,0,66.8,10,83,45.4,90,4,7,13,0,102,50,1.3,10.2
Demetrius Ballard,188134,ED,BUFFALO,6,2,0,126,0,,,8.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,12,0,0,0,0,0,0,0.0,,0,0,-5.0,100.0,3.0,1.0,1.0,0,0,0.0,60.0,0,7,,0,0,95.8,1,1,50.0,33,0,0,1,0,7,12,7.0,7.0
Kobi Blackwell,188135,CB,BUFFALO,5,78,0,126,0,9.0,50.0,100.0,20.0,10.0,0,1,50.0,73.5,0,6,,0,1,56.3,1,23,29.5,23,0,0,2,0,6,0,0.3,6.0,0,1,4.3,75.0,100.0,14.0,10.5,0,1,25.0,77.4,0,6,0.0,0,1,79.2,3,44,56.4,44,2,4,4,0,14,9,0.3,4.7
Mikey Crawford,188140,CB,BUFFALO,1,3,0,126,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,6.0,100.0,100.0,2.0,2.0,0,0,0.0,63.6,0,7,0.0,0,0,95.8,1,2,66.7,2,0,1,1,0,7,1,3.5,7.0
Ronnell Davis,188141,S,BUFFALO,1,8,0,126,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-3.0,0.0,100.0,,5.0,0,0,0.0,62.8,0,,,0,0,39.6,0,5,62.5,5,0,0,1,0,0,0,0.0,
John Keough,188146,S,BUFFALO,3,20,0,126,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,3,15.0,3,0,0,0,0,0,0,0.0,,0,0,20.0,0.0,100.0,,11.0,0,0,0.0,64.8,0,,,0,0,39.6,0,13,65.0,13,0,0,1,0,0,0,0.0,
Brooklyn Cheek,188168,S,WYOMING,1,58,0,351,0,4.0,100.0,91.7,20.0,20.0,0,0,0.0,62.5,0,9,0.0,0,0,104.2,1,22,37.9,24,0,2,1,0,9,5,0.5,9.0,0,0,18.3,0.0,100.0,,6.3,0,0,0.0,63.4,0,,,0,0,39.6,0,20,34.5,20,0,0,3,0,0,0,0.0,
Daniel James,188190,CB,CINCINNATI,5,93,0,138,0,2.0,100.0,100.0,7.0,7.0,0,0,0.0,57.7,0,5,0.0,0,0,87.5,1,8,8.6,8,0,1,1,0,5,3,0.7,5.0,0,1,19.0,66.7,100.0,32.0,21.3,0,0,0.0,70.3,0,24,0.0,0,0,100.7,2,70,75.3,70,0,1,3,0,31,3,0.5,15.5
Marquaze Parker,188195,ED,CINCINNATI,6,1,0,138,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,65.6,0,,33.3,1,0,0.0,0,0,0.0,78,1,2,0,0,0,0,,
Drew Robinson,188198,S,CINCINNATI,1,1,0,138,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Marqavious Saboor,188199,S,CINCINNATI,1,2,0,138,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,12.0,0.0,100.0,,1.0,0,1,100.0,60.0,0,,,0,0,39.6,0,1,50.0,1,0,0,1,0,0,0,0.0,
Montay Weedon,188203,LB,CINCINNATI,6,81,0,138,0,,,54.5,,,0,0,,63.3,0,,,0,0,0.0,0,6,7.4,11,0,0,0,0,0,0,0.0,,0,1,1.4,100.0,84.1,11.0,11.0,0,0,0.0,62.3,0,30,40.0,2,0,102.5,5,58,71.6,69,1,2,5,0,43,36,0.8,8.6
Antonio Bottiggi,188220,ED,KENT STATE,5,1,0,201,0,,,12.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,8,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,16,0,0,0,0,0,0,,
Nylan Brown,188221,LB,KENT STATE,6,55,0,201,0,,,42.9,,,0,0,,63.4,0,,0.0,0,0,0.0,0,6,10.9,14,0,1,0,0,0,0,0.0,,0,2,5.0,100.0,86.1,7.5,7.5,0,0,0.0,54.9,0,20,33.3,2,0,106.3,4,31,56.4,36,1,2,4,0,38,18,1.3,9.5
Martell Buchanan,188222,S,KENT STATE,1,4,0,201,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,62.1,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,
Jaire Rawlison,188236,CB,KENT STATE,6,192,0,201,0,11.7,30.0,98.1,16.0,4.8,0,4,40.0,67.5,0,4,33.3,1,1,72.9,3,53,27.6,54,1,2,10,1,9,1,0.2,3.0,0,0,13.2,64.7,97.9,8.4,5.4,0,3,17.6,66.0,0,65,0.0,0,1,114.6,11,95,49.5,97,3,15,17,1,159,32,1.7,14.5
Clinton Robinson,188238,S,KENT STATE,5,24,0,201,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,11,45.8,11,0,0,0,0,0,0,0.0,,0,0,,,72.7,,,0,0,,74.6,1,,,0,0,0.0,0,8,33.3,11,0,0,0,0,0,0,0.0,
Jaihien Roy,188239,ED,KENT STATE,6,6,0,201,0,,,4.8,,,0,0,,60.0,0,,,0,0,0.0,0,1,16.7,21,0,0,0,0,0,0,0.0,,0,0,,,9.4,,,0,0,,63.4,0,,0.0,0,0,0.0,0,3,50.0,32,1,1,0,0,0,0,0.0,
Keyshawn Flowers,188247,LB,MARYLAND,4,54,0,215,1,5.5,50.0,70.0,13.0,6.5,0,0,0.0,71.9,0,2,0.0,0,0,56.3,1,14,25.9,20,1,0,2,0,2,3,0.2,2.0,0,1,6.5,100.0,97.4,18.5,18.5,0,0,0.0,63.7,0,15,0.0,0,0,116.7,2,37,68.5,38,0,3,2,0,24,11,0.6,12.0
Kevyn Humes,188251,CB,MARYLAND,6,184,0,215,0,9.3,57.1,98.3,13.3,7.6,0,0,0.0,68.4,0,15,0.0,0,0,63.4,4,58,31.5,59,1,2,7,0,23,16,0.4,5.8,0,1,3.5,87.5,94.4,8.1,7.1,0,1,6.3,68.3,0,26,31.6,6,1,91.9,14,119,64.7,126,6,12,16,0,97,54,0.9,6.9
Trey Reddick,188261,LB,MARYLAND,6,113,0,215,0,0.5,100.0,62.0,7.5,7.5,0,0,0.0,64.8,0,11,25.0,1,0,92.7,4,31,27.4,50,2,3,4,0,25,23,0.8,6.3,0,1,3.9,88.9,72.3,8.9,7.9,0,0,0.0,58.4,0,20,23.1,3,0,97.7,8,73,64.6,101,4,9,9,0,67,43,0.9,8.4
La'khi Roland,188264,CB,MARYLAND,5,80,0,215,0,10.1,37.5,100.0,7.3,2.8,0,1,12.5,73.5,1,45,0.0,0,0,23.4,3,26,32.5,26,1,3,8,0,57,44,2.6,19.0,0,1,3.5,50.0,100.0,50.0,25.0,0,0,0.0,72.7,0,11,0.0,0,0,66.7,1,50,62.5,50,3,3,2,0,11,12,0.2,11.0
Jermaine Agee,188269,S,MIAMI OH,1,4,0,221,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,75.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,
Toney Coleman Jr.,188273,CB,MIAMI OH,5,89,0,221,0,13.0,42.9,100.0,8.7,3.7,0,0,0.0,42.6,0,15,0.0,0,0,95.8,3,29,32.6,29,0,1,7,2,31,4,1.2,10.3,0,1,13.3,62.5,100.0,11.2,7.0,0,0,0.0,50.6,0,18,11.1,1,0,84.9,5,57,64.0,57,2,7,8,0,59,37,1.1,11.8
Leo Colombi,188274,S,MIAMI OH,1,4,0,221,0,30.0,100.0,100.0,3.0,3.0,0,0,0.0,45.9,0,33,0.0,0,0,118.8,1,3,75.0,3,0,1,1,0,33,3,11.0,33.0,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,1,0,0,0,0,0,0,0.0,
Kaleb Martin,188286,CB,MIAMI OH,5,157,0,221,1,16.0,50.0,100.0,8.3,4.1,0,1,12.5,46.2,0,21,25.0,1,0,74.0,4,39,24.8,39,0,2,8,0,58,12,1.8,14.5,0,1,13.5,66.7,100.0,7.8,5.2,0,3,14.3,59.9,0,19,5.9,1,2,98.9,14,112,71.3,112,2,15,21,1,128,14,1.2,9.1
Kash Dillon,188294,ED,UTAH,6,7,0,328,0,,,2.4,,,0,0,,60.0,0,,,0,0,0.0,0,1,14.3,42,0,0,0,0,0,0,0.0,,0,0,,,18.5,,,0,0,,62.9,0,,0.0,0,0,0.0,0,5,71.4,27,1,1,0,0,0,0,0.0,
Elijah Elliss,188295,LB,UTAH,3,16,0,328,0,,,66.7,,,0,0,,62.3,0,,,0,0,0.0,0,8,50.0,12,0,0,0,0,0,0,0.0,,0,1,,,100.0,,,0,0,,62.8,0,,0.0,0,0,0.0,0,4,25.0,4,0,0,0,0,0,0,0.0,
Rabbit Evans,188296,S,UTAH,1,3,0,328,0,,,100.0,,,0,0,,60.9,0,,,0,0,0.0,0,2,66.7,2,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,
Quimari Shemwell,188301,S,CAL,1,1,0,130,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
